01|FLEETACTIV_GL_UBER_20190114_0001|FLEETACTIV|UBER|20190114|2700|2332930.98|2332930.98|
02|RECORD_NUMBER|ACCOUNTING_DATE|CURRENCY_CODE|COMPANY|COST_CENTER|ACCOUNT|PRODUCT_CODE|ENTERED_AMOUNT|DEBIT_CREDIT_INDICATOR|SOURCE|REFERENCE1|REFERENCE2|REFERENCE3|REFERENCE4|REFERENCE5|REFERENCE6|REFERENCE7|REFERENCE8|REFERENCE9|REFERENCE10|REFERENCE11|REFERENCE12|REFERENCE13|REFERENCE14|REFERENCE15|
03|40|20190111|ZAR|3010|0012963|7212101|0000000|96.17|C|FLEETACTIV||||||UBER|UBER|SETTLEMENT DISCOUNT|001087|BARONS BRUMA||||||
03|41|20190111|ZAR|3010|0012963|7212101|0000000|96.17|C|FLEETACTIV||||||UBER|UBER|SETTLEMENT DISCOUNT|001087|BARONS BRUMA||||||
03|42|20190111|ZAR|3010|0012963|7212101|0000000|56.02|C|FLEETACTIV||||||UBER|UBER|SETTLEMENT DISCOUNT|013554|LENASIA VW||||||
03|43|20190111|ZAR|3010|0012963|7212101|0000000|56.02|C|FLEETACTIV||||||UBER|UBER|SETTLEMENT DISCOUNT|013554|LENASIA VW||||||
03|44|20190111|ZAR|3010|0012963|7212101|0000000|44.82|C|FLEETACTIV||||||UBER|UBER|SETTLEMENT DISCOUNT|016626|TYRES & MORE MIDRAND||||||
03|45|20190111|ZAR|3010|0012963|7212101|0000000|44.82|C|FLEETACTIV||||||UBER|UBER|SETTLEMENT DISCOUNT|016626|TYRES & MORE MIDRAND||||||
03|46|20190112|ZAR|3010|0012963|7212101|0000000|498.78|C|FLEETACTIV||||||UBER|UBER|SETTLEMENT DISCOUNT|001087|BARONS BRUMA||||||
03|47|20190112|ZAR|3010|0012963|7212101|0000000|498.78|C|FLEETACTIV||||||UBER|UBER|SETTLEMENT DISCOUNT|001087|BARONS BRUMA||||||
03|48|20190112|ZAR|3010|0012963|7212101|0000000|528.07|C|FLEETACTIV||||||UBER|UBER|SETTLEMENT DISCOUNT|008493|CMH TOYOTA MELROSE||||||
03|49|20190112|ZAR|3010|0012963|7212101|0000000|528.07|C|FLEETACTIV||||||UBER|UBER|SETTLEMENT DISCOUNT|008493|CMH TOYOTA MELROSE||||||
03|50|20190112|ZAR|3010|0012963|7212101|0000000|15.81|C|FLEETACTIV||||||UBER|UBER|SETTLEMENT DISCOUNT|W08992|TIGER WHEEL & TYRE (PTY) LTD||||||
03|51|20190112|ZAR|3010|0012963|7212101|0000000|15.81|C|FLEETACTIV||||||UBER|UBER|SETTLEMENT DISCOUNT|W08992|TIGER WHEEL & TYRE (PTY) LTD||||||
03|52|20190113|ZAR|3010|0012963|7212101|0000000|87.20|C|FLEETACTIV||||||UBER|UBER|SETTLEMENT DISCOUNT|001087|BARONS BRUMA||||||
03|53|20190113|ZAR|3010|0012963|7212101|0000000|87.20|C|FLEETACTIV||||||UBER|UBER|SETTLEMENT DISCOUNT|001087|BARONS BRUMA||||||
03|54|20190102|ZAR|3010|0012963|7881810|0000000|2692.50|C|FLEETACTIV||||||UBER|UBER|APPROVAL|001087|BARONS BRUMA||||||
03|55|20190102|ZAR|3010|0012963|7881810|0000000|5091.90|C|FLEETACTIV||||||UBER|UBER|APPROVAL|011850|SUPA QUICK WITKOPPEN RD||||||
03|56|20190102|ZAR|3010|0012963|7881810|0000000|3243.16|C|FLEETACTIV||||||UBER|UBER|APPROVAL|017310|SUPA QUICK STRYDOM PARK||||||
03|57|20190103|ZAR|3010|0012963|7881810|0000000|914.92|C|FLEETACTIV||||||UBER|UBER|APPROVAL|001100|BARONS N1 CITY||||||
03|58|20190104|ZAR|3010|0012963|7881810|0000000|8931.60|C|FLEETACTIV||||||UBER|UBER|APPROVAL|006462|LINDSAY SAKER VW FOURWAYS||||||
03|59|20190104|ZAR|3010|0012963|7881810|0000000|6023.68|C|FLEETACTIV||||||UBER|UBER|APPROVAL|006462|LINDSAY SAKER VW FOURWAYS||||||
03|60|20190104|ZAR|3010|0012963|7881810|0000000|2055.00|C|FLEETACTIV||||||UBER|UBER|APPROVAL|006462|LINDSAY SAKER VW FOURWAYS||||||
03|61|20190104|ZAR|3010|0012963|7881810|0000000|3936.14|C|FLEETACTIV||||||UBER|UBER|APPROVAL|006462|LINDSAY SAKER VW FOURWAYS||||||
03|62|20190104|ZAR|3010|0012963|7881810|0000000|935.22|C|FLEETACTIV||||||UBER|UBER|APPROVAL|006467|LINDSAY SAKER JOHANNESBURG||||||
03|63|20190104|ZAR|3010|0012963|7881810|0000000|1827.30|C|FLEETACTIV||||||UBER|UBER|APPROVAL|019567|EAGLE CANYON HONEYDEW||||||
03|64|20190104|ZAR|3010|0012963|7881810|0000000|3795.42|C|FLEETACTIV||||||UBER|UBER|APPROVAL|004712|HATFIELD VW BRYANSTON||||||
03|65|20190107|ZAR|3010|0012963|7881810|0000000|10984.43|C|FLEETACTIV||||||UBER|UBER|APPROVAL|005876|KILLARNEY TOYOTA HOUGHTON||||||
03|66|20190107|ZAR|3010|0012963|7881810|0000000|4896.03|C|FLEETACTIV||||||UBER|UBER|APPROVAL|W05237|MARKET TOYOTA CULEMBORG||||||
03|67|20190107|ZAR|3010|0012963|7881810|0000000|3913.44|C|FLEETACTIV||||||UBER|UBER|APPROVAL|005876|KILLARNEY TOYOTA HOUGHTON||||||
03|68|20190108|ZAR|3010|0012963|7881810|0000000|792.71|C|FLEETACTIV||||||UBER|UBER|APPROVAL|W08992|TIGER WHEEL & TYRE (PTY) LTD||||||
03|69|20190108|ZAR|3010|0012963|7881810|0000000|14870.17|C|FLEETACTIV||||||UBER|UBER|APPROVAL|001041|BARLOWORLD ARMSTRONG N1 CITY||||||
03|70|20190108|ZAR|3010|0012963|7881810|0000000|1624.50|C|FLEETACTIV||||||UBER|UBER|APPROVAL|W06279|MONUMENT TOYOTA CONSTANTIA||||||
03|71|20190108|ZAR|3010|0012963|7881810|0000000|3981.65|C|FLEETACTIV||||||UBER|UBER|APPROVAL|007391|MCCARTHY TOYOTA/HINO MIDRAND||||||
03|72|20190108|ZAR|3010|0012963|7881810|0000000|15375.03|C|FLEETACTIV||||||UBER|UBER|APPROVAL|015668|CARNIVAL TOYOTA||||||
03|73|20190109|ZAR|3010|0012963|7881810|0000000|3259.55|C|FLEETACTIV||||||UBER|UBER|APPROVAL|001898|CAPE TOWN MULTIFRANCHISE||||||
03|74|20190109|ZAR|3010|0012963|7881810|0000000|2084.56|C|FLEETACTIV||||||UBER|UBER|APPROVAL|001898|CAPE TOWN MULTIFRANCHISE||||||
03|75|20190109|ZAR|3010|0012963|7881810|0000000|6400.92|C|FLEETACTIV||||||UBER|UBER|APPROVAL|W05237|MARKET TOYOTA CULEMBORG||||||
03|76|20190109|ZAR|3010|0012963|7881810|0000000|366.48|C|FLEETACTIV||||||UBER|UBER|APPROVAL|016496|DEKRA PRETORIA||||||
03|77|20190109|ZAR|3010|0012963|7881810|0000000|9434.35|C|FLEETACTIV||||||UBER|UBER|APPROVAL|019567|EAGLE CANYON HONEYDEW||||||
03|78|20190109|ZAR|3010|0012963|7881810|0000000|2365.56|C|FLEETACTIV||||||UBER|UBER|APPROVAL|W08831|RIVONIA TOYOTA||||||
03|79|20190109|ZAR|3010|0012963|7881810|0000000|1923.50|C|FLEETACTIV||||||UBER|UBER|APPROVAL|001087|BARONS BRUMA||||||
03|80|20190110|ZAR|3010|0012963|7881810|0000000|316.13|C|FLEETACTIV||||||UBER|UBER|APPROVAL|W08992|TIGER WHEEL & TYRE (PTY) LTD||||||
03|81|20190110|ZAR|3010|0012963|7881810|0000000|9975.57|C|FLEETACTIV||||||UBER|UBER|APPROVAL|001087|BARONS BRUMA||||||
03|82|20190110|ZAR|3010|0012963|7881810|0000000|2240.68|C|FLEETACTIV||||||UBER|UBER|APPROVAL|013554|LENASIA VW||||||
03|83|20190111|ZAR|3010|0012963|7881810|0000000|1744.00|C|FLEETACTIV||||||UBER|UBER|APPROVAL|001087|BARONS BRUMA||||||
03|84|20190111|ZAR|3010|0012963|7881810|0000000|2050.70|C|FLEETACTIV||||||UBER|UBER|APPROVAL|006445|LINDSAY SAKER ALBERTON||||||
03|85|20190103|ZAR|3010|0012963|7881707|0000000|3.61|C|FLEETACTIV|UBER DRIVERS|011200|0000087800||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|86|20190103|ZAR|3010|0012963|7881707|0000000|586.09|C|FLEETACTIV|UBER DRIVERS|011200|0000087800||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|87|20190103|ZAR|3010|0012963|7881707|0000000|3.55|C|FLEETACTIV|UBER DRIVERS|011200|0000087818||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|88|20190103|ZAR|3010|0012963|7881707|0000000|956.77|C|FLEETACTIV|UBER DRIVERS|011200|0000087818||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|89|20190103|ZAR|3010|0012963|7881707|0000000|3.61|C|FLEETACTIV|UBER DRIVERS|011200|0000087830||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|90|20190103|ZAR|3010|0012963|7881707|0000000|134.37|C|FLEETACTIV|UBER DRIVERS|011200|0000087830||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|91|20190103|ZAR|3010|0012963|7881707|0000000|3.55|C|FLEETACTIV|UBER DRIVERS|011200|0000088204||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|92|20190103|ZAR|3010|0012963|7881707|0000000|0.00|C|FLEETACTIV|UBER DRIVERS|011200|0000088204||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|93|20190103|ZAR|3010|0012963|7881707|0000000|3.55|C|FLEETACTIV|UBER DRIVERS|011200|0000088318||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|94|20190103|ZAR|3010|0012963|7881707|0000000|533.91|C|FLEETACTIV|UBER DRIVERS|011200|0000088318||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|95|20190103|ZAR|3010|0012963|7881707|0000000|46.42|C|FLEETACTIV|UBER DRIVERS|011200|0000088326||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|96|20190103|ZAR|3010|0012963|7881707|0000000|707.44|C|FLEETACTIV|UBER DRIVERS|011200|0000088326||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|97|20190103|ZAR|3010|0012963|7881707|0000000|3.55|C|FLEETACTIV|UBER DRIVERS|011200|0000088328||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|98|20190103|ZAR|3010|0012963|7881707|0000000|576.09|C|FLEETACTIV|UBER DRIVERS|011200|0000088328||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|99|20190103|ZAR|3010|0012963|7881707|0000000|3.55|C|FLEETACTIV|UBER DRIVERS|011200|0000088428||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|100|20190103|ZAR|3010|0012963|7881707|0000000|548.50|C|FLEETACTIV|UBER DRIVERS|011200|0000088428||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|101|20190103|ZAR|3010|0012963|7881707|0000000|46.42|C|FLEETACTIV|UBER DRIVERS|011200|0000088444||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|102|20190103|ZAR|3010|0012963|7881707|0000000|120.12|C|FLEETACTIV|UBER DRIVERS|011200|0000088444||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|103|20190103|ZAR|3010|0012963|7881707|0000000|46.42|C|FLEETACTIV|UBER DRIVERS|011200|0000088475||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|104|20190103|ZAR|3010|0012963|7881707|0000000|0.00|C|FLEETACTIV|UBER DRIVERS|011200|0000088475||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|105|20190103|ZAR|3010|0012963|7881707|0000000|46.42|C|FLEETACTIV|UBER DRIVERS|011200|0000088487||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|106|20190103|ZAR|3010|0012963|7881707|0000000|537.55|C|FLEETACTIV|UBER DRIVERS|011200|0000088487||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|107|20190103|ZAR|3010|0012963|7881707|0000000|184.75|C|FLEETACTIV|UBER DRIVERS|011200|0000088489||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|108|20190103|ZAR|3010|0012963|7881707|0000000|46.42|C|FLEETACTIV|UBER DRIVERS|011200|0000088520||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|109|20190103|ZAR|3010|0012963|7881707|0000000|0.00|C|FLEETACTIV|UBER DRIVERS|011200|0000088520||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|110|20190103|ZAR|3010|0012963|7881707|0000000|46.42|C|FLEETACTIV|UBER DRIVERS|011200|0000088524||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|111|20190103|ZAR|3010|0012963|7881707|0000000|0.00|C|FLEETACTIV|UBER DRIVERS|011200|0000088524||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|112|20190103|ZAR|3010|0012963|7881707|0000000|46.42|C|FLEETACTIV|UBER DRIVERS|011200|0000088569||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|113|20190103|ZAR|3010|0012963|7881707|0000000|1097.15|C|FLEETACTIV|UBER DRIVERS|011200|0000088569||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|114|20190103|ZAR|3010|0012963|7881707|0000000|774.44|C|FLEETACTIV|UBER DRIVERS|011200|0000088595||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|115|20190103|ZAR|3010|0012963|7881707|0000000|46.42|C|FLEETACTIV|UBER DRIVERS|011200|0000088621||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|116|20190103|ZAR|3010|0012963|7881707|0000000|179.94|C|FLEETACTIV|UBER DRIVERS|011200|0000088621||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|117|20190103|ZAR|3010|0012963|7881707|0000000|360.48|C|FLEETACTIV|UBER DRIVERS|011200|0000088687||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|118|20190103|ZAR|3010|0012963|7881707|0000000|46.42|C|FLEETACTIV|UBER DRIVERS|011200|0000088712||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|119|20190103|ZAR|3010|0012963|7881707|0000000|73.78|C|FLEETACTIV|UBER DRIVERS|011200|0000088712||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|120|20190103|ZAR|3010|0012963|7881707|0000000|46.42|C|FLEETACTIV|UBER DRIVERS|011200|0000088788||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|121|20190103|ZAR|3010|0012963|7881707|0000000|0.20|C|FLEETACTIV|UBER DRIVERS|011200|0000088788||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|122|20190103|ZAR|3010|0012963|7881707|0000000|46.42|C|FLEETACTIV|UBER DRIVERS|011200|0000088820||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|123|20190103|ZAR|3010|0012963|7881707|0000000|977.22|C|FLEETACTIV|UBER DRIVERS|011200|0000088820||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|124|20190103|ZAR|3010|0012963|7881707|0000000|40.42|C|FLEETACTIV|UBER DRIVERS|011200|0000088840||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|125|20190103|ZAR|3010|0012963|7881707|0000000|517.75|C|FLEETACTIV|UBER DRIVERS|011200|0000088840||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|126|20190103|ZAR|3010|0012963|7881707|0000000|34.96|C|FLEETACTIV|UBER DRIVERS|011200|0000088844||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|127|20190103|ZAR|3010|0012963|7881707|0000000|723.15|C|FLEETACTIV|UBER DRIVERS|011200|0000088844||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|128|20190103|ZAR|3010|0012963|7881707|0000000|774.44|C|FLEETACTIV|UBER DRIVERS|011200|0000088894||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|129|20190103|ZAR|3010|0012963|7881707|0000000|34.96|C|FLEETACTIV|UBER DRIVERS|011200|0000088911||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|130|20190103|ZAR|3010|0012963|7881707|0000000|738.14|C|FLEETACTIV|UBER DRIVERS|011200|0000088911||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|131|20190103|ZAR|3010|0012963|7881707|0000000|34.96|C|FLEETACTIV|UBER DRIVERS|011200|0000088962||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|132|20190103|ZAR|3010|0012963|7881707|0000000|1098.53|C|FLEETACTIV|UBER DRIVERS|011200|0000088962||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|133|20190103|ZAR|3010|0012963|7881707|0000000|34.96|C|FLEETACTIV|UBER DRIVERS|011200|0000088964||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|134|20190103|ZAR|3010|0012963|7881707|0000000|710.03|C|FLEETACTIV|UBER DRIVERS|011200|0000088964||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|135|20190103|ZAR|3010|0012963|7881707|0000000|34.96|C|FLEETACTIV|UBER DRIVERS|011200|0000088970||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|136|20190103|ZAR|3010|0012963|7881707|0000000|1066.79|C|FLEETACTIV|UBER DRIVERS|011200|0000088970||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|137|20190103|ZAR|3010|0012963|7881707|0000000|34.96|C|FLEETACTIV|UBER DRIVERS|011200|0000088978||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|138|20190103|ZAR|3010|0012963|7881707|0000000|596.70|C|FLEETACTIV|UBER DRIVERS|011200|0000088978||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|139|20190103|ZAR|3010|0012963|7881707|0000000|34.96|C|FLEETACTIV|UBER DRIVERS|011200|0000088981||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|140|20190103|ZAR|3010|0012963|7881707|0000000|896.93|C|FLEETACTIV|UBER DRIVERS|011200|0000088981||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|141|20190103|ZAR|3010|0012963|7881707|0000000|34.96|C|FLEETACTIV|UBER DRIVERS|011200|0000089011||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
03|142|20190103|ZAR|3010|0012963|7881707|0000000|1158.95|C|FLEETACTIV|UBER DRIVERS|011200|0000089011||W-UBER-DRIVER|UBER|UBER|BILLING - VARIABLE - RENT||||||||
03|143|20190103|ZAR|3010|0012963|7881707|0000000|34.96|C|FLEETACTIV|UBER DRIVERS|011200|0000089041||W-UBER-DRIVER|UBER|UBER|BILLING - FIXED - RENT||||||||
